product_brand,product_title,predicted_category,abrasive_scrub_binary,absorbent_mattifier_binary,anti-acne_binary,antimicrobial_antibacterial_binary,antioxidant_binary,astringent_binary,buffering_binary,cell-communicating_ingredient_binary,chelating_binary,colorant_binary,deodorant_binary,emollient_binary,emulsifying_binary,emulsion_stabilising_binary,exfoliant_binary,moisturizer_humectant_binary,perfuming_binary,preservative_binary,skin_brightening_binary,skin-identical_ingredient_binary,solvent_binary,soothing_binary,sunscreen_binary,surfactant_cleansing_binary,viscosity_controlling_binary
Palmer's,Palmers Coconut Oil Repairing Conditioner,Conditioner,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1
Rausch,Meerestang Fett-Stopp Gel-Spülung,Acne Treatment,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1
Peter Thomas Roth,Advanced Eye Wrinkle Treatment,Face Serum,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1
DrIdriss,Major Fade Active Seal Moisturizer,Face Moisturizer,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
Torriden,Cellmazing Firming Eye Cream,Face Moisturizer,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1
Kate Somerville,+Retinol Vita C Power Serum,Face Serum,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,1
Guerlain,Orchidée Impériale Brightening The Radiance Eye Serum,Face Serum,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
Braye,Lipsleek,Face Moisturizer,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,1
Murad,Rapid Age Spot Correcting Serum,Face Serum,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,1
Renewcell,Retinol 2% + Argireline,Face Serum,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1
BioHeal BOH,3d Lifting Full Face Tension Gel Mask,Face Mask,0,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,1
9tails,Premium Wrinkle Power Lifting,Face Serum,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
HSGN,1% Bakuchiol & Aquaporin Activator Eye Cream,Face Moisturizer,0,0,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1
"Logically, skin",Multi-corrective Eye Cream,Face Moisturizer,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
Swanicoco,Peptide Biome Serum,Face Serum,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
KyungLab,Ultra Hydrating Cream,Face Moisturizer,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,1
numbuzin,No. 9 Nad Bio Lifting-sil Essence,Face Serum,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1
KISMAT SKIN,Biome Moisturizer,Face Moisturizer,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0
AHC,Youth Lasting Eye Cream For Face,Face Serum,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1
Rebloom,Retinol + Peptide,Face Serum,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1
MARY & MAY,Calendula Peptide Ageless Sleeping Mask,Face Mask,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
MARY & MAY,Vegan Peptide Bakuchiol Sun Stick SPF50+ Pa++++,Sunscreen,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1
Dryope,Dandruff Relief Shampoo,Shampoo,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
Bioderma,Pigmentbio Night Renewer,Face Serum,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1
Centellian24,Lifting Peptide Cream,Face Moisturizer,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
Nu Skin,Ageloc Radiant Day SPF 22,Sunscreen,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1
Institut Esthederm,Photo Reverse Soin Protecteur Éclaircissant,Face Serum,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1
AHC,Time Rewind Real Eye Cream For Face,Face Serum,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1
Arencia,Red Smoothie Serum 8,Face Serum,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1
G.M. Collin,Diamond Cream,Face Moisturizer,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
AGE 20's,Biomelift Vital Firming,Face Moisturizer,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
Medicube,Collagen Glow Booster Serum,Face Serum,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
Wet n Wild,Boost Me Up Brow & Lash Serum,Face Serum,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
Murad,Advanced Active Radiance Serum,Face Serum,0,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1
C-K-D Guaranteed,Retino Collagen Guasha Neck Cream,Face Moisturizer,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
Kundal,Cool & Clear Scalp Refreshing Shampoo,Shampoo,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
Skintific,10% Vitamin C Brightening Glow Serum,Face Serum,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1
MARY & MAY,"Calendula Peptide Ageless, Sleeping Mask",Face Mask,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
Institut Esthederm,Face Brightening Tinted Spf50+ Sun Protection Cream,Sunscreen,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1
Apivita,Just Bee Clear Blemish Control Moisturizer,Acne Treatment,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
AHC,Youth Lasting Real Eye Cream For Face,Face Serum,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1
Swanicoco,All In One Essence,Face Serum,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
Bioderma,White Objective Lightening Fluid,Face Moisturizer,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1
MONUSKIN,Deep Repair Complex,Face Moisturizer,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
DCL,Skin Brightening Complexion Treatment,Brightening Treatment,0,0,1,0,0,0,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1
ElsheSkin,Radiant Glow Moisturizer,Brightening Treatment,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
Swanicoco,Peptine Biome Eye Cream,Face Moisturizer,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
BIO HEAL BOH,Probioderm Lifting Eye & Wrinkle Cream,Face Moisturizer,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1
Monu Skin,Anti-Ageing Super Serum Night,Face Serum,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
Renewcell Cosmedica,Retinol + Peptide,Face Serum,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1
Centellian24,Madeca Derma Shield Safe Sun Essence,Sunscreen,0,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1
Bioderma,White Cream,Face Moisturizer,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1
Skintific,3% Tranexamic Acid Advanced Bright Serum,Face Serum,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1
ISOMERS Skincare,Illumi-Bright Skin Brightening Formula,Brightening Treatment,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,1
MARY & MAY,Vegan Peptide Bakuchiol Sun Stick SPF50+ Pa++++,Sunscreen,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,1,1,1,0,1
Peter Thomas Roth,Unisex Neuroliquid Volufill Youth Serum,Face Serum,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0
DEMAR3,Expert Rem-Rose 25 Burning,Face Serum,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
BIO HEAL BOH,Probioderm Lifting Ampoule,Face Serum,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
Medicube,PDNR Pink Glutathione Serum Mist,Face Serum,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1
AGE 20's,Biomelift Concentrate,Face Serum,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
BIO HEAL BOH,Probioderm Lifting Cream,Face Moisturizer,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
MARY & MAY,Calendula Peptide Ageless Sleeping Mask,Face Mask,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
SUPRACTIV PARIS,Collagen Smoothing Cream,Face Moisturizer,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
Bioderma,Pigmentbio H2O Brightening Micellar Water,Face Cleanser,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0
Torriden,Cellmazing Firming Cream,Face Moisturizer,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1
ElsheSkin,Radiant Glow Brightening Moisturizer,Brightening Treatment,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1
Atomy,Silk Protein Hair Essence,Face Serum,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
AHC,10 Revolution Real Eye Cream For Face,Face Serum,0,0,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1
Murad,Rapid Dark Spot Correcting Serum,Face Serum,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1
Monu Skin,Anti-Ageing Super Serum Day,Face Serum,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
Aizen,Pythocrystal Holybright Ampoule,Face Serum,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,1
ElsheSkin,Radiant Advance Serum,Face Serum,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1
"Logically, skin",First Hand Cream,Body Moisturizer,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
TonyMoly,Intense Care Gold 24K Snail Eye Serum Ball,Face Serum,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
MARY & MAY,Vegan Peptide Bakuchiol Sun Stick,Sunscreen,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,1,1,1,0,1
Umoua,Barrier Repair Essence Advanced,Face Serum,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0
Guerlain,Orchidée Impériale Brightening The Imperial Radiance Sheet Mask,Face Mask,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
Arencia,Red Smoothie Serum 30,Face Serum,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
Guerlain,Orchidée Impériale Brightening  The Global UV Protector,Sunscreen,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1
Murad,White Brilliance Porcelain Serum,Face Serum,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
Colorescience,Pep Up® Collagen Renewal Face & Neck Treatment,Face Serum,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
BioHeal BOH,Probioderm Tightening Collagen Cream,Face Moisturizer,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1
Bioderma,White Objective Sérum,Face Serum,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,1
Vow Beauty,For Better...And Even Better 20.5% Vitamin C Serum,Face Serum,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0
L'BEL,Concentré Total Ultra Firm Serum,Face Serum,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,1
KyungLab,Ha + B5,Face Serum,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,1
Veraclara,Natural Hair Shampoo,Shampoo,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
Monu Skin,Instant Radiance Brightening Boost,Brightening Treatment,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1
Eqqualberry,Collagen Pore-tight Up Hydrogel Mask,Face Mask,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
Usolab,Bio Intensive K Cream,Face Moisturizer,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,1
Guerlain,Orchidée Impériale Brightening The Radiance Essence-in-Lotion,Face Serum,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1
ElsheSkin,Radiant Advance Serum,Face Serum,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1
bareMinerals,Biolucent Mineral Brightening Treatment,Brightening Treatment,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1
BioHeal BOH,Probioderm Lifting Eye & Wrinkle Cream,Face Moisturizer,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1
AHC,Ten Revolution Real Eye Cream For Face,Face Serum,0,0,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1
Torriden,Cellmazing Firming Gel Mask,Face Mask,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1
Atomy,Protein Intensive Shampoo,Shampoo,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
KyungLab,Ultra Hydrating Cream,Face Moisturizer,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,1
Murad,Rapid Age Spot And Pigment Lightening Serum,Face Serum,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1
numbuzin,No.9 Nad Bio Lifting-sil Essence,Face Serum,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1
Dr Idris,Major Fade Active Seal Moisturizer,Face Moisturizer,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,1
Medicube,Collagen Glow Booster Milk Serum,Face Serum,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
Copenhagen Grooming,Eye Opener,Face Moisturizer,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1
By Terry,Hyarulonic Global Face Cream,Face Moisturizer,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1
Dr. Jart+,Ceramidin Body Oil,Face Serum,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0
Mamonde,Rose + PHA Liquid Mask,Face Mask,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,1
Maxclinic,Fgf 7 Collagen Ampoule,Face Serum,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1
It's Skin,Retinoidin Serum,Face Serum,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
RiRe,Bakuchiol Ampoule Cream,Face Serum,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1
HC Care,Alpha Arbutin,Face Serum,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1
Hyalupure,9x Hyaluronic Acid Emulsion For Dry Skin,Face Serum,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,1
GRAVICH,B3+ AHA White Concentrate Body Serum,Face Serum,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1
innisfree,Vitamin C Green Tea Enzyme Brightening Serum,Face Serum,0,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,1
Aiken,Hydra Plus Essence,Face Serum,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,1
Bio essence,Bio-ha Super Ha¹ᶟ Gel Hydrator,Face Serum,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
Urban Jungle,Crème De La Crème Face Cream,Face Moisturizer,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
Le Mieux,Tgf- B Booster,Face Serum,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0
Youth To The People,Age Prevention Moisture Cream,Face Moisturizer,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1
berica skincare,Super Soothing & Calming Facial Serum,Face Serum,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1
IZEZE,Zero Blemish Cream,Acne Treatment,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1
111SKIN,All Day Radiance Mist,Brightening Treatment,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1
Lumene Nordic C,Triple Glow Radiance Elixir,Brightening Treatment,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1
Hada Labo,Gokujyun Perfect Jelly,Face Serum,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1
Hada Labo,Gokujyun Premium Ultimate Moisturizing Lotion (Indonesia Version),Face Serum,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1
Pond's,Bright Miracle Day Serum,Face Serum,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
Tula,24-7 Weightless Moisture Day & Night Gel Cream,Face Moisturizer,0,0,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1
ZARZOU,Bloom Brightening Serum,Face Serum,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1
MBeauty,Tannin Complex 2-step Mask,Face Mask,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1
Dr. Ceuracle,Hyal Reyouth Moist Sun,Face Serum,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1
Everysun,Anti-Age Spf50 Face Cream,Face Moisturizer,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1
Peter Thomas Roth,Even Smoother Instant Reveal Facial Peel,Exfoliant/Scrub,0,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0
numbuzin,No. 4 Collagen 73% Pudding Serum,Face Serum,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
Aizen,Snowdrop 9x Ceramide Skin Barrier Aqua Moisturizer Gel,Face Serum,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,0
WIWIFY,High Protection 50+ SPF Sunscreen,Sunscreen,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,1
Hada Labo,Retinol Firming Lifting Lotion,Face Moisturizer,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1
Coony,Madecassic Eye Cream,Face Moisturizer,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
Facialista,Replenishing Gel,Face Cleanser,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1
The Daily Glow,Sunny Daze Sunscreen,Sunscreen,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1
SNP Prep,Peptaronic Toner,Face Toner,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1
Holika Holika,Bare Dew Tone Up Cream Fresh,Face Serum,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
qcc,Tetraforce Cica Peeling Toner Pad,Exfoliant/Scrub,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1
Dr Dermacare,Be Happy - Hyaluronic Acid & Prebiotic Serum,Face Serum,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1
Dermafirm,Bio Correction Ampoule Cera-drop M4,Face Serum,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1
Skin Functional,Anti Ageing Complex Peptides + Cu Complex,Face Serum,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1
Nacomi Next,Hyaluronic Acid 10%,Face Serum,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1
Perricone MD,High Potency Triple Retinol Renewal Serum,Face Serum,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1
ignae,Day Complex,Face Moisturizer,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
Doctor Babor,Hyaluronic Acid,Face Serum,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1
Pure Choice,Pore Tightening Serum,Face Serum,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1
Hada Labo,Koi Gokujyun All-in-on Aging Care 3d Gel,Face Serum,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1
Real Barrier,Intense Moisture Toner,Face Toner,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1
Nacomi,Marshmallow Zero Pore And Blemish Face Cream,Face Moisturizer,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1
cos.kim,Peptide Repair Serum,Face Serum,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0
Eveline,"Facemed +, Hialuronowy Płyn Micelarny 3 W 1",Face Moisturizer,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1
Rimu Health Products,Türm Ciltlere Uygun Yogun Nemlendiricili,Face Serum,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1
ITFER,Artemisia Skinlux Calming Cream,Face Moisturizer,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1
Mediheal,Tea Tree Biome Blemish Cica Cream,Acne Treatment,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1
Scarlett Whitening,Hyalu B9 Bio Plavita Ceramide Essence Toner,Face Serum,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1
pasutara,Organic Radiant Multi Repair Cream,Face Moisturizer,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
Biodance,Cera-nol Gel Toner Pads,Face Toner,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1
Segle,Gel Crema Clear Azelaic,Face Serum,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
La Glace,Daily Moisturizing Pads Aqualock12 Hyaluronic Complex,Face Serum,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0
PIBUMI,Centellution Cica Cream [for Oily Skin],Face Serum,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1
Dr Dennis Gross,Derminfusions™ Fill + Repair Serum,Face Serum,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1
FORTHESKIN By B-LAB,Hyaluron Foam Cleansing,Face Cleanser,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1
Hada Labo,Premium Hydrating Night Cream,Face Moisturizer,0,0,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1
J.One,Red Jelly Pack,Face Serum,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,1
Pat McGrath Labs,Intensifeyes Artistry Wand,Face Serum,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
Trimay,Panthenol Hyaluron Ampoule,Face Serum,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1
